E8022201,E8022202,E8022203,E8022204,E8022205,E8022206,E8022207,E8022208,E8022209,E8022210,E8022211,E8022212,R0000100,R0536300,R0536401,R0536402,R1235800,R1482600
"Incarceration, M1","Incarceration, M2","Incarceration, M3","Incarceration, M4","Incarceration, M5","Incarceration, M6","Incarceration, M7","Incarceration, M8","Incarceration, M9","Incarceration, M10","Incarceration, M11","Incarceration, M12",Case ID,Gender,Birth month,Birth year,Sample Type,Race
